filename,file_path,ground_truth,prediction,confidence,manipulation_score,neural_score,fft_score,ela_score,face_count,is_correct,status
fake_1008.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1008.jpg,Fake,Fake,0.9284,0.9284,0.9773,0.708,0.0618,1,True,SUCCESS
fake_1009.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1009.jpg,Fake,Fake,0.9311,0.9311,0.9801,0.7203,0.0529,1,True,SUCCESS
fake_101.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_101.jpg,Fake,Real,0.643,0.357,0.3648,0.7797,0.05,1,False,SUCCESS
fake_1010.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1010.jpg,Fake,Fake,0.93,0.93,0.979,0.7553,0.0706,1,True,SUCCESS
fake_1011.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1011.jpg,Fake,Fake,0.9217,0.9217,0.9702,0.7777,0.05,1,True,SUCCESS
fake_1012.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1012.jpg,Fake,Fake,0.926,0.926,0.9747,0.7688,0.05,1,True,SUCCESS
fake_1013.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1013.jpg,Fake,Fake,0.932,0.932,0.981,0.7014,0.05,1,True,SUCCESS
fake_1014.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1014.jpg,Fake,Fake,0.9247,0.9247,0.9733,0.7362,0.05,1,True,SUCCESS
fake_1015.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1015.jpg,Fake,Fake,0.8895,0.8895,0.9363,0.7653,0.0543,1,True,SUCCESS
fake_1016.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1016.jpg,Fake,Fake,0.9274,0.9274,0.9762,0.7694,0.062,1,True,SUCCESS
fake_1017.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1017.jpg,Fake,Fake,0.9317,0.9317,0.9808,0.6764,0.0604,1,True,SUCCESS
fake_1018.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1018.jpg,Fake,Fake,0.9195,0.9195,0.9679,0.6499,0.0603,1,True,SUCCESS
fake_1019.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1019.jpg,Fake,Fake,0.9313,0.9313,0.9803,0.7076,0.0726,1,True,SUCCESS
fake_102.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_102.jpg,Fake,Fake,0.8962,0.8962,0.9433,0.7705,0.05,1,True,SUCCESS
fake_1020.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1020.jpg,Fake,Fake,0.9294,0.9294,0.9783,0.6693,0.0831,1,True,SUCCESS
fake_1021.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1021.jpg,Fake,Fake,0.9307,0.9307,0.9796,0.6095,0.0642,1,True,SUCCESS
fake_1022.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1022.jpg,Fake,Fake,0.9277,0.9277,0.9765,0.7231,0.0669,1,True,SUCCESS
fake_1023.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1023.jpg,Fake,Fake,0.9342,0.9342,0.9834,0.7851,0.05,1,True,SUCCESS
fake_1024.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1024.jpg,Fake,Fake,0.933,0.933,0.9822,0.6517,0.0556,1,True,SUCCESS
fake_1025.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1025.jpg,Fake,Fake,0.9175,0.9175,0.9658,0.5471,0.05,1,True,SUCCESS
fake_1026.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1026.jpg,Fake,Fake,0.9286,0.9286,0.9775,0.7862,0.05,1,True,SUCCESS
fake_1027.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1027.jpg,Fake,Fake,0.9262,0.9262,0.975,0.7556,0.05,1,True,SUCCESS
fake_1028.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1028.jpg,Fake,Fake,0.9295,0.9295,0.9784,0.7729,0.05,1,True,SUCCESS
fake_1029.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1029.jpg,Fake,Fake,0.9331,0.9331,0.9822,0.6589,0.05,1,True,SUCCESS
fake_103.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_103.jpg,Fake,Fake,0.9312,0.9312,0.9803,0.7635,0.0569,1,True,SUCCESS
fake_1030.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1030.jpg,Fake,Fake,0.9222,0.9222,0.9708,0.6461,0.0611,1,True,SUCCESS
fake_1031.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1031.jpg,Fake,Fake,0.9302,0.9302,0.9792,0.6693,0.0601,1,True,SUCCESS
fake_1032.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1032.jpg,Fake,Fake,0.8091,0.8091,0.8516,0.7627,0.05,1,True,SUCCESS
fake_1033.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1033.jpg,Fake,Fake,0.9309,0.9309,0.9799,0.8055,0.05,1,True,SUCCESS
fake_1034.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1034.jpg,Fake,Fake,0.9282,0.9282,0.977,0.7965,0.05,1,True,SUCCESS
fake_1035.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1035.jpg,Fake,Fake,0.7586,0.7586,0.7985,0.92,0.05,1,True,SUCCESS
fake_1036.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1036.jpg,Fake,Fake,0.9228,0.9228,0.9714,0.7394,0.0647,1,True,SUCCESS
fake_1037.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1037.jpg,Fake,Fake,0.9292,0.9292,0.9781,0.772,0.0699,1,True,SUCCESS
fake_1038.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1038.jpg,Fake,Fake,0.9284,0.9284,0.9773,0.7984,0.05,1,True,SUCCESS
fake_1039.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1039.jpg,Fake,Fake,0.9293,0.9293,0.9782,0.6735,0.0504,1,True,SUCCESS
fake_104.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_104.jpg,Fake,Fake,0.8226,0.8226,0.8659,0.8109,0.05,1,True,SUCCESS
fake_1040.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1040.jpg,Fake,Fake,0.9145,0.9145,0.9626,0.759,0.051,1,True,SUCCESS
fake_1041.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1041.jpg,Fake,Fake,0.9308,0.9308,0.9797,0.5176,0.05,1,True,SUCCESS
fake_1042.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1042.jpg,Fake,Fake,0.8786,0.8786,0.9248,0.7041,0.05,1,True,SUCCESS
fake_1043.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1043.jpg,Fake,Fake,0.9341,0.9341,0.9833,0.6251,0.0529,1,True,SUCCESS
fake_1044.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1044.jpg,Fake,Fake,0.935,0.935,0.9842,0.7643,0.05,1,True,SUCCESS
fake_1045.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1045.jpg,Fake,Fake,0.9352,0.9352,0.9844,0.5389,0.0708,1,True,SUCCESS
fake_1046.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1046.jpg,Fake,Fake,0.9117,0.9117,0.9597,0.8388,0.05,1,True,SUCCESS
fake_1047.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1047.jpg,Fake,Fake,0.9231,0.9231,0.9717,0.7705,0.0674,1,True,SUCCESS
fake_1048.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1048.jpg,Fake,Fake,0.9341,0.9341,0.9833,0.6718,0.05,1,True,SUCCESS
fake_1049.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1049.jpg,Fake,Fake,0.9085,0.9085,0.9563,0.7374,0.0618,1,True,SUCCESS
fake_105.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_105.jpg,Fake,Fake,0.9246,0.9246,0.9732,0.7536,0.051,1,True,SUCCESS
fake_1050.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1050.jpg,Fake,Fake,0.6497,0.6497,0.6839,0.7934,0.05,1,True,SUCCESS
fake_1051.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1051.jpg,Fake,Fake,0.9287,0.9287,0.9776,0.7169,0.0882,1,True,SUCCESS
fake_1052.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1052.jpg,Fake,Fake,0.9324,0.9324,0.9815,0.5989,0.0503,1,True,SUCCESS
fake_1053.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1053.jpg,Fake,Fake,0.913,0.913,0.961,0.7799,0.05,1,True,SUCCESS
fake_1054.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1054.jpg,Fake,Fake,0.9284,0.9284,0.9773,0.6957,0.0815,1,True,SUCCESS
fake_1055.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1055.jpg,Fake,Fake,0.93,0.93,0.979,0.7019,0.0536,1,True,SUCCESS
fake_1056.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1056.jpg,Fake,Fake,0.9299,0.9299,0.9789,0.7161,0.0552,1,True,SUCCESS
fake_1057.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1057.jpg,Fake,Fake,0.9283,0.9283,0.9772,0.7037,0.0557,1,True,SUCCESS
fake_1058.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1058.jpg,Fake,Fake,0.9352,0.9352,0.9844,0.7065,0.05,1,True,SUCCESS
fake_1059.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1059.jpg,Fake,Fake,0.9279,0.9279,0.9767,0.6314,0.071,1,True,SUCCESS
fake_106.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_106.jpg,Fake,Fake,0.8898,0.8898,0.9367,0.7752,0.0516,1,True,SUCCESS
fake_1060.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1060.jpg,Fake,Fake,0.908,0.908,0.9558,0.7928,0.05,1,True,SUCCESS
fake_1061.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1061.jpg,Fake,Fake,0.9296,0.9296,0.9785,0.8511,0.1215,1,True,SUCCESS
fake_1062.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1062.jpg,Fake,Fake,0.9335,0.9335,0.9826,0.6886,0.0704,1,True,SUCCESS
fake_1063.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1063.jpg,Fake,Fake,0.9328,0.9328,0.9819,0.698,0.0879,1,True,SUCCESS
fake_1064.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1064.jpg,Fake,Fake,0.933,0.933,0.9821,0.7223,0.0752,1,True,SUCCESS
fake_1065.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1065.jpg,Fake,Fake,0.9257,0.9257,0.9744,0.6526,0.0585,1,True,SUCCESS
fake_1066.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1066.jpg,Fake,Fake,0.923,0.923,0.9716,0.6643,0.0531,1,True,SUCCESS
fake_1067.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1067.jpg,Fake,Fake,0.9308,0.9308,0.9798,0.7429,0.0513,1,True,SUCCESS
fake_1068.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1068.jpg,Fake,Fake,0.9308,0.9308,0.9798,0.7103,0.0564,1,True,SUCCESS
fake_1069.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1069.jpg,Fake,Fake,0.9322,0.9322,0.9813,0.6892,0.0584,1,True,SUCCESS
fake_107.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_107.jpg,Fake,Fake,0.9246,0.9246,0.9733,0.7565,0.0807,1,True,SUCCESS
fake_1070.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1070.jpg,Fake,Fake,0.9354,0.9354,0.9846,0.747,0.058,1,True,SUCCESS
fake_1071.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1071.jpg,Fake,Fake,0.9296,0.9296,0.9786,0.7562,0.0562,1,True,SUCCESS
fake_1072.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1072.jpg,Fake,Fake,0.9331,0.9331,0.9822,0.6282,0.0683,1,True,SUCCESS
fake_1073.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1073.jpg,Fake,Fake,0.9254,0.9254,0.9741,0.7477,0.0693,1,True,SUCCESS
fake_1074.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1074.jpg,Fake,Fake,0.9317,0.9317,0.9808,0.7964,0.05,1,True,SUCCESS
fake_1075.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1075.jpg,Fake,Fake,0.9293,0.9293,0.9782,0.7454,0.052,1,True,SUCCESS
fake_1076.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1076.jpg,Fake,Fake,0.93,0.93,0.9789,0.6768,0.05,1,True,SUCCESS
fake_1077.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1077.jpg,Fake,Fake,0.9297,0.9297,0.9787,0.7155,0.0615,1,True,SUCCESS
fake_1078.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1078.jpg,Fake,Fake,0.9296,0.9296,0.9786,0.7414,0.0789,1,True,SUCCESS
fake_1079.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1079.jpg,Fake,Fake,0.9311,0.9311,0.9801,0.7199,0.0551,1,True,SUCCESS
fake_108.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_108.jpg,Fake,Fake,0.9281,0.9281,0.9769,0.7509,0.0743,1,True,SUCCESS
fake_1080.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1080.jpg,Fake,Fake,0.9145,0.9145,0.9626,0.7551,0.0605,1,True,SUCCESS
fake_1081.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1081.jpg,Fake,Fake,0.931,0.931,0.98,0.6903,0.0719,1,True,SUCCESS
fake_1082.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1082.jpg,Fake,Fake,0.9218,0.9218,0.9703,0.8072,0.0521,1,True,SUCCESS
fake_1083.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1083.jpg,Fake,Fake,0.9164,0.9164,0.9646,0.7746,0.05,1,True,SUCCESS
fake_1084.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1084.jpg,Fake,Fake,0.9284,0.9284,0.9773,0.7615,0.05,1,True,SUCCESS
fake_1085.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1085.jpg,Fake,Fake,0.9278,0.9278,0.9766,0.7162,0.0511,1,True,SUCCESS
fake_1086.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1086.jpg,Fake,Fake,0.9312,0.9312,0.9802,0.7821,0.0684,1,True,SUCCESS
fake_1087.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1087.jpg,Fake,Fake,0.9337,0.9337,0.9829,0.6336,0.053,1,True,SUCCESS
fake_1088.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1088.jpg,Fake,Fake,0.9268,0.9268,0.9756,0.7241,0.0532,1,True,SUCCESS
fake_1089.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1089.jpg,Fake,Fake,0.9257,0.9257,0.9744,0.7352,0.0635,1,True,SUCCESS
fake_109.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_109.jpg,Fake,Fake,0.9279,0.9279,0.9768,0.6922,0.0677,1,True,SUCCESS
fake_1090.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1090.jpg,Fake,Fake,0.9259,0.9259,0.9746,0.6606,0.0778,1,True,SUCCESS
fake_1091.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1091.jpg,Fake,Fake,0.9259,0.9259,0.9746,0.7813,0.05,1,True,SUCCESS
fake_1092.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1092.jpg,Fake,Fake,0.9287,0.9287,0.9775,0.7787,0.0513,1,True,SUCCESS
fake_1093.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1093.jpg,Fake,Fake,0.9285,0.9285,0.9774,0.755,0.05,1,True,SUCCESS
fake_1094.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1094.jpg,Fake,Fake,0.9291,0.9291,0.978,0.7233,0.0633,1,True,SUCCESS
fake_1095.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1095.jpg,Fake,Fake,0.9342,0.9342,0.9834,0.7767,0.075,1,True,SUCCESS
fake_1096.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1096.jpg,Fake,Fake,0.9334,0.9334,0.9826,0.721,0.0699,1,True,SUCCESS
fake_1097.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1097.jpg,Fake,Fake,0.9325,0.9325,0.9816,0.727,0.0739,1,True,SUCCESS
fake_1098.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1098.jpg,Fake,Fake,0.9313,0.9313,0.9803,0.92,0.1369,1,True,SUCCESS
fake_1099.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1099.jpg,Fake,Fake,0.9291,0.9291,0.978,0.7766,0.05,1,True,SUCCESS
fake_11.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_11.jpg,Fake,Fake,0.9271,0.9271,0.9759,0.7831,0.0788,1,True,SUCCESS
fake_110.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_110.jpg,Fake,Fake,0.9269,0.9269,0.9757,0.7546,0.0602,1,True,SUCCESS
fake_1100.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1100.jpg,Fake,Fake,0.9315,0.9315,0.9805,0.7393,0.0592,1,True,SUCCESS
fake_1101.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1101.jpg,Fake,Fake,0.9282,0.9282,0.977,0.7239,0.0562,1,True,SUCCESS
fake_1102.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1102.jpg,Fake,Fake,0.9207,0.9207,0.9692,0.6447,0.0565,1,True,SUCCESS
fake_1103.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1103.jpg,Fake,Fake,0.9258,0.9258,0.9745,0.7774,0.05,1,True,SUCCESS
fake_1104.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1104.jpg,Fake,Fake,0.9245,0.9245,0.9732,0.76,0.05,1,True,SUCCESS
fake_1105.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1105.jpg,Fake,Fake,0.9312,0.9312,0.9802,0.726,0.0573,1,True,SUCCESS
fake_1106.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1106.jpg,Fake,Fake,0.9324,0.9324,0.9815,0.6708,0.0611,1,True,SUCCESS
fake_1107.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1107.jpg,Fake,Fake,0.8696,0.8696,0.9153,0.7531,0.05,1,True,SUCCESS
fake_1108.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1108.jpg,Fake,Fake,0.9284,0.9284,0.9773,0.6514,0.0552,1,True,SUCCESS
fake_1109.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1109.jpg,Fake,Fake,0.9293,0.9293,0.9782,0.7621,0.1027,1,True,SUCCESS
fake_111.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_111.jpg,Fake,Fake,0.9122,0.9122,0.9602,0.7806,0.052,1,True,SUCCESS
fake_1110.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1110.jpg,Fake,Fake,0.931,0.931,0.98,0.7585,0.0784,1,True,SUCCESS
fake_1111.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1111.jpg,Fake,Fake,0.9163,0.9163,0.9645,0.7577,0.0628,1,True,SUCCESS
fake_1112.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1112.jpg,Fake,Fake,0.9307,0.9307,0.9797,0.76,0.05,1,True,SUCCESS
fake_1113.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1113.jpg,Fake,Fake,0.9298,0.9298,0.9788,0.7751,0.05,1,True,SUCCESS
fake_1114.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1114.jpg,Fake,Fake,0.9304,0.9304,0.9793,0.6837,0.0719,1,True,SUCCESS
fake_1115.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1115.jpg,Fake,Fake,0.9291,0.9291,0.978,0.7684,0.05,1,True,SUCCESS
fake_1116.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1116.jpg,Fake,Fake,0.8944,0.8944,0.9415,0.7925,0.05,1,True,SUCCESS
fake_1117.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1117.jpg,Fake,Fake,0.9329,0.9329,0.982,0.782,0.05,1,True,SUCCESS
fake_1118.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1118.jpg,Fake,Fake,0.9309,0.9309,0.9799,0.7892,0.05,1,True,SUCCESS
fake_1119.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1119.jpg,Fake,Fake,0.9306,0.9306,0.9796,0.7351,0.0551,1,True,SUCCESS
fake_112.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_112.jpg,Fake,Fake,0.9307,0.9307,0.9797,0.8125,0.05,1,True,SUCCESS
fake_1120.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1120.jpg,Fake,Fake,0.9252,0.9252,0.9739,0.7471,0.0558,1,True,SUCCESS
fake_1121.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1121.jpg,Fake,Fake,0.9272,0.9272,0.976,0.715,0.0556,1,True,SUCCESS
fake_1122.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1122.jpg,Fake,Fake,0.9245,0.9245,0.9732,0.7422,0.0643,1,True,SUCCESS
fake_1123.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1123.jpg,Fake,Fake,0.9313,0.9313,0.9803,0.7577,0.0559,1,True,SUCCESS
fake_1124.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1124.jpg,Fake,Fake,0.9323,0.9323,0.9813,0.7968,0.086,1,True,SUCCESS
fake_1125.jpg,C:\Users\AARUSH\Downloads\dataset3\Dataset\Test\Fake\fake_1125.jpg,Fake,Fake,0.9307,0.9307,0.9797,0.7248,0.0561,1,True,SUCCESS
